OrderDate,Region,Country,City,Salesperson,Channel,Category,Product,Quantity,UnitPrice,UnitCost
2024-10-03,APAC,China,Beijing,Carlos,Distributor,Electronics,Smartphone,6,431.31,178.56
2024-11-15,Europe,Spain,Madrid,Julia,Distributor,Office Supplies,Sticky Notes,5,211.56,158.56
2024-12-16,APAC,Japan,Tokyo,Grace,Store,Furniture,Bookshelf,6,219.52,126.67
2024-06-08,North America,Canada,Vancouver,Grace,Online,Office Supplies,Planner,5,394.15,223.78
2024-06-30,APAC,China,Beijing,Frank,Online,Furniture,Office Chair,6,394.7,252.43
2024-11-21,LATAM,Mexico,CDMX,Carlos,Distributor,Electronics,Monitor,4,299.21,168.47
2024-06-27,LATAM,Brazil,São Paulo,Carlos,Online,Furniture,Office Chair,6,23.87,11.55
2024-06-21,APAC,India,Mumbai,Bob,Distributor,Office Supplies,Pen Set,1,384.58,216.85
2024-09-09,North America,Canada,Vancouver,Alice,Online,Electronics,Smartphone,2,210.3,161.85
2024-04-12,Europe,Germany,Berlin,Carlos,Online,Appliances,Microwave,5,88.63,37.95
2024-05-19,Europe,Spain,Madrid,Grace,Online,Appliances,Blender,5,375.92,258.72
2024-10-20,Europe,Spain,Madrid,Grace,Store,Appliances,Blender,4,228.64,165.16
2024-12-05,LATAM,Argentina,Buenos Aires,Julia,Distributor,Furniture,Lamp,1,161.81,80.9
2024-05-20,Europe,Germany,Berlin,Ivan,Distributor,Appliances,Coffee Maker,8,281.16,141.13
2024-05-09,North America,Canada,Toronto,Diana,Store,Office Supplies,Planner,4,437.59,319.99
2024-07-31,APAC,Japan,Tokyo,Alice,Distributor,Electronics,Laptop,7,476.88,253.08
2024-12-25,North America,Canada,Toronto,Elena,Distributor,Office Supplies,Planner,1,257.76,200.14
2024-11-17,Europe,France,Paris,Grace,Online,Office Supplies,Pen Set,1,166.12,126.49
2024-06-25,LATAM,Chile,Santiago,Diana,Online,Furniture,Bookshelf,6,281.15,169.04
2024-09-30,North America,USA,Los Angeles,Julia,Store,Appliances,Coffee Maker,6,265.58,190.63
2024-07-10,North America,USA,Los Angeles,Bob,Store,Office Supplies,Pen Set,7,420.58,312.7
2024-06-13,Europe,UK,London,Diana,Distributor,Appliances,Microwave,3,213.11,86.37
2024-10-08,Europe,Spain,Madrid,Hiro,Store,Electronics,Headphones,9,88.58,59.3
2024-11-11,North America,Canada,Toronto,Grace,Online,Office Supplies,Sticky Notes,4,122.5,54.76
2024-06-28,APAC,India,Mumbai,Bob,Store,Electronics,Tablet,1,372.91,277.89
2024-06-21,LATAM,Chile,Santiago,Carlos,Store,Electronics,Laptop,5,368.88,223.53
2024-07-30,LATAM,Brazil,São Paulo,Elena,Distributor,Office Supplies,Sticky Notes,6,275.27,148.12
2024-04-01,APAC,Japan,Tokyo,Elena,Distributor,Office Supplies,Notebook,3,128.35,69.53
2024-12-17,North America,Canada,Vancouver,Julia,Distributor,Office Supplies,Notebook,3,118.96,72.29
2024-05-26,North America,USA,New York,Alice,Distributor,Furniture,Lamp,7,38.29,21.31
2024-05-01,North America,Canada,Vancouver,Alice,Store,Office Supplies,Sticky Notes,3,174.48,122.09
2024-03-06,Europe,France,Paris,Alice,Distributor,Office Supplies,Sticky Notes,8,311.99,194.29
2024-06-08,APAC,Japan,Tokyo,Julia,Store,Appliances,Microwave,1,220.18,135.71
2024-08-27,North America,Canada,Toronto,Diana,Store,Appliances,Blender,8,354.05,165.94
2024-04-12,Europe,UK,London,Frank,Distributor,Electronics,Smartphone,2,170.5,105.48
2024-05-30,Europe,Germany,Berlin,Carlos,Online,Furniture,Bookshelf,1,319.4,195.79
2024-03-05,APAC,Australia,Sydney,Julia,Store,Furniture,Desk,1,252.89,195.55
2024-03-18,LATAM,Argentina,Buenos Aires,Ivan,Distributor,Furniture,Lamp,7,79.99,54.14
2024-01-22,APAC,Japan,Tokyo,Julia,Store,Appliances,Microwave,7,66.0,46.59
2024-11-20,LATAM,Brazil,São Paulo,Grace,Distributor,Office Supplies,Sticky Notes,3,110.12,66.42
2024-10-03,Europe,Spain,Madrid,Bob,Store,Office Supplies,Pen Set,5,390.48,251.68
2024-01-09,LATAM,Brazil,São Paulo,Grace,Store,Office Supplies,Planner,9,339.89,191.44
2024-02-20,North America,USA,New York,Hiro,Store,Appliances,Coffee Maker,5,118.73,81.43
2024-08-21,North America,Canada,Vancouver,Elena,Online,Furniture,Desk,9,368.35,250.08
2024-12-03,LATAM,Chile,Santiago,Hiro,Distributor,Office Supplies,Notebook,8,419.7,305.77
2024-08-12,APAC,Japan,Tokyo,Elena,Store,Office Supplies,Notebook,9,247.7,132.14
2024-06-09,LATAM,Mexico,CDMX,Julia,Distributor,Office Supplies,Planner,9,270.47,163.42
2024-09-23,Europe,Germany,Berlin,Elena,Online,Office Supplies,Pen Set,3,428.94,323.0
2024-08-05,Europe,Germany,Berlin,Bob,Store,Appliances,Blender,3,16.55,9.33
2024-09-09,APAC,China,Beijing,Frank,Online,Office Supplies,Sticky Notes,9,403.73,307.12
2024-01-06,APAC,Australia,Sydney,Frank,Online,Electronics,Monitor,2,42.82,32.16
2024-10-09,North America,Canada,Toronto,Hiro,Distributor,Furniture,Bookshelf,9,374.11,276.53
2024-05-11,North America,USA,Los Angeles,Carlos,Store,Furniture,Desk,4,327.68,140.79
2024-04-17,North America,Canada,Toronto,Alice,Online,Furniture,Lamp,2,261.55,208.11
2024-10-14,APAC,Japan,Tokyo,Ivan,Store,Appliances,Blender,4,498.62,310.95
2024-09-03,Europe,Germany,Berlin,Elena,Store,Office Supplies,Sticky Notes,3,117.85,63.66
2024-02-27,APAC,India,Mumbai,Carlos,Store,Office Supplies,Sticky Notes,8,43.67,23.92
2024-04-14,Europe,Spain,Madrid,Carlos,Store,Office Supplies,Pen Set,4,32.21,17.39
2024-12-03,LATAM,Mexico,CDMX,Elena,Online,Appliances,Blender,2,334.23,198.4
2024-05-18,Europe,Germany,Berlin,Ivan,Online,Office Supplies,Notebook,2,388.68,240.74
2024-04-07,Europe,UK,London,Grace,Store,Electronics,Monitor,9,294.7,168.11
2024-08-21,LATAM,Chile,Santiago,Carlos,Online,Electronics,Monitor,5,265.33,143.3
2024-02-05,APAC,India,Mumbai,Hiro,Online,Appliances,Microwave,4,78.76,52.65
2024-01-10,North America,USA,New York,Frank,Online,Furniture,Desk,7,334.62,180.29
2024-07-04,LATAM,Chile,Santiago,Diana,Store,Appliances,Coffee Maker,6,377.49,288.13
2024-04-03,LATAM,Mexico,CDMX,Elena,Online,Appliances,Blender,7,306.65,175.79
2024-06-22,APAC,India,Mumbai,Bob,Online,Furniture,Desk,4,427.77,263.79
2024-07-23,LATAM,Argentina,Buenos Aires,Julia,Store,Electronics,Headphones,6,199.24,126.6
2024-10-05,North America,Canada,Vancouver,Alice,Online,Office Supplies,Planner,9,128.34,62.37
2024-12-12,APAC,Australia,Sydney,Carlos,Store,Office Supplies,Planner,1,296.49,134.45
2024-12-23,Europe,Spain,Madrid,Hiro,Distributor,Office Supplies,Sticky Notes,3,412.7,273.95
2024-04-27,APAC,Australia,Sydney,Frank,Store,Electronics,Monitor,1,143.25,96.97
2024-06-17,LATAM,Mexico,CDMX,Grace,Online,Office Supplies,Sticky Notes,3,470.14,307.73
2024-09-07,APAC,Australia,Sydney,Diana,Distributor,Furniture,Bookshelf,1,269.07,196.52
2024-07-23,North America,USA,Los Angeles,Bob,Store,Furniture,Desk,5,350.37,170.8
2024-09-20,APAC,Japan,Tokyo,Frank,Distributor,Office Supplies,Notebook,4,413.65,175.91
2024-01-09,LATAM,Brazil,São Paulo,Elena,Distributor,Furniture,Office Chair,5,409.32,291.11
2024-04-08,APAC,Japan,Tokyo,Ivan,Online,Appliances,Coffee Maker,7,491.82,351.5
2024-04-27,LATAM,Chile,Santiago,Diana,Online,Electronics,Monitor,5,376.44,173.25
2024-10-15,Europe,Spain,Madrid,Grace,Distributor,Appliances,Coffee Maker,8,25.26,12.73
2024-02-11,North America,USA,New York,Grace,Store,Furniture,Office Chair,6,213.47,161.25
2024-02-04,LATAM,Mexico,CDMX,Elena,Online,Furniture,Lamp,5,318.72,236.89
2024-05-05,APAC,Japan,Tokyo,Elena,Store,Appliances,Microwave,6,220.2,105.79
2024-11-23,LATAM,Brazil,São Paulo,Alice,Online,Furniture,Lamp,8,169.39,128.8
2024-03-16,Europe,Germany,Berlin,Hiro,Online,Furniture,Lamp,8,336.72,147.39
2024-12-14,North America,USA,Los Angeles,Hiro,Distributor,Furniture,Office Chair,8,132.01,83.26
2024-09-05,North America,USA,Los Angeles,Julia,Online,Appliances,Coffee Maker,6,56.51,45.18
2024-10-15,Europe,France,Paris,Bob,Online,Electronics,Tablet,3,498.84,247.72
2024-03-09,Europe,Spain,Madrid,Frank,Online,Office Supplies,Planner,1,480.97,363.94
2024-06-27,APAC,China,Beijing,Ivan,Online,Furniture,Office Chair,5,394.03,246.85
2024-01-13,Europe,Spain,Madrid,Diana,Store,Office Supplies,Sticky Notes,5,123.69,50.19
2024-10-11,APAC,India,Mumbai,Grace,Distributor,Furniture,Office Chair,8,315.63,222.49
2024-08-04,North America,Canada,Vancouver,Alice,Online,Electronics,Laptop,7,420.19,272.2
2024-04-21,LATAM,Mexico,CDMX,Julia,Distributor,Office Supplies,Sticky Notes,3,469.82,265.88
2024-04-18,Europe,Spain,Madrid,Hiro,Distributor,Furniture,Desk,3,294.67,234.64
2024-04-08,APAC,Japan,Tokyo,Diana,Distributor,Furniture,Desk,3,226.72,154.84
2024-07-04,North America,USA,New York,Alice,Distributor,Appliances,Blender,9,122.15,78.02
2024-11-30,North America,Canada,Toronto,Bob,Online,Electronics,Monitor,8,195.77,107.4
2024-05-27,North America,USA,Los Angeles,Carlos,Online,Furniture,Desk,5,320.21,188.19
2024-10-30,North America,USA,New York,Frank,Store,Electronics,Headphones,5,490.75,323.8
2024-02-05,North America,Canada,Toronto,Carlos,Online,Office Supplies,Pen Set,1,235.97,183.11
2024-01-20,LATAM,Argentina,Buenos Aires,Grace,Store,Furniture,Office Chair,2,187.59,139.84
2024-08-20,LATAM,Brazil,São Paulo,Bob,Online,Electronics,Tablet,8,471.43,220.13
2024-08-16,APAC,India,Mumbai,Alice,Distributor,Furniture,Desk,5,36.65,24.1
2024-02-23,North America,USA,New York,Carlos,Online,Appliances,Blender,9,327.83,167.23
2024-09-27,North America,USA,Los Angeles,Bob,Store,Furniture,Bookshelf,3,376.42,272.57
2024-02-08,Europe,France,Paris,Bob,Distributor,Appliances,Coffee Maker,1,97.88,66.76
2024-09-13,North America,USA,New York,Hiro,Distributor,Office Supplies,Planner,6,294.07,170.9
2024-09-11,APAC,Australia,Sydney,Elena,Distributor,Furniture,Lamp,2,19.38,13.79
2024-01-23,APAC,China,Beijing,Julia,Distributor,Office Supplies,Sticky Notes,7,94.0,54.65
2024-08-13,LATAM,Chile,Santiago,Elena,Online,Appliances,Microwave,8,403.38,316.4
2024-08-07,Europe,UK,London,Elena,Distributor,Office Supplies,Notebook,3,323.13,252.5
2024-09-03,North America,Canada,Toronto,Julia,Store,Furniture,Lamp,2,290.58,148.43
2024-10-10,North America,Canada,Toronto,Grace,Store,Office Supplies,Pen Set,4,48.49,33.76
2024-01-17,APAC,China,Beijing,Julia,Distributor,Office Supplies,Notebook,8,301.1,205.07
2024-10-15,LATAM,Argentina,Buenos Aires,Ivan,Distributor,Appliances,Coffee Maker,8,123.09,94.32
2024-12-24,Europe,France,Paris,Bob,Online,Furniture,Lamp,4,441.68,332.66
2024-08-31,North America,USA,Los Angeles,Frank,Distributor,Furniture,Bookshelf,7,255.77,202.18
2024-06-17,Europe,Germany,Berlin,Bob,Distributor,Electronics,Laptop,8,106.36,73.92
2024-04-01,APAC,Japan,Tokyo,Alice,Store,Office Supplies,Notebook,8,443.45,199.59
2024-08-26,LATAM,Mexico,CDMX,Elena,Online,Office Supplies,Notebook,3,24.71,18.75
2024-09-08,LATAM,Mexico,CDMX,Alice,Store,Office Supplies,Planner,7,313.31,243.23
2024-07-22,Europe,UK,London,Diana,Store,Furniture,Office Chair,5,40.57,21.67
2024-11-15,APAC,India,Mumbai,Alice,Online,Electronics,Headphones,7,223.34,124.71
2024-09-21,Europe,UK,London,Carlos,Online,Appliances,Microwave,1,427.75,331.59
2024-02-22,North America,Canada,Toronto,Carlos,Online,Electronics,Headphones,3,280.42,200.71
2024-10-28,Europe,Germany,Berlin,Frank,Online,Office Supplies,Pen Set,7,113.29,55.71
2024-01-05,APAC,China,Beijing,Diana,Online,Appliances,Coffee Maker,4,37.06,28.79
2024-07-07,North America,Canada,Toronto,Frank,Distributor,Furniture,Office Chair,4,224.84,137.59
2024-05-11,APAC,Japan,Tokyo,Ivan,Online,Furniture,Desk,5,382.05,300.71
2024-06-11,Europe,UK,London,Bob,Online,Appliances,Blender,8,14.27,6.6
2024-04-27,LATAM,Chile,Santiago,Hiro,Store,Furniture,Office Chair,8,117.66,48.03
2024-07-08,APAC,Japan,Tokyo,Ivan,Distributor,Appliances,Coffee Maker,7,189.14,102.42
2024-08-17,LATAM,Argentina,Buenos Aires,Frank,Online,Electronics,Headphones,4,113.15,81.88
2024-12-25,Europe,Germany,Berlin,Julia,Distributor,Electronics,Tablet,2,177.9,132.69
2024-04-28,Europe,France,Paris,Frank,Online,Appliances,Blender,8,50.54,30.01
2024-06-21,LATAM,Chile,Santiago,Ivan,Online,Office Supplies,Sticky Notes,7,356.27,230.47
2024-02-25,North America,Canada,Vancouver,Elena,Online,Electronics,Headphones,5,244.46,174.11
2024-03-02,North America,Canada,Toronto,Frank,Online,Office Supplies,Planner,8,315.76,160.87
2024-08-26,APAC,Australia,Sydney,Hiro,Store,Appliances,Blender,7,50.31,29.37
2024-04-07,APAC,China,Beijing,Elena,Online,Electronics,Headphones,9,360.44,184.82
2024-08-02,LATAM,Brazil,São Paulo,Elena,Distributor,Office Supplies,Planner,2,234.63,161.9
2024-06-06,Europe,France,Paris,Alice,Online,Office Supplies,Notebook,2,336.93,239.5
2024-04-10,APAC,Japan,Tokyo,Julia,Distributor,Furniture,Desk,7,421.65,335.54
2024-11-09,APAC,India,Mumbai,Bob,Store,Appliances,Blender,9,470.81,191.3
2024-03-13,LATAM,Brazil,São Paulo,Elena,Distributor,Electronics,Laptop,5,249.8,174.02
2024-12-05,Europe,Spain,Madrid,Carlos,Distributor,Electronics,Smartphone,6,420.73,229.11
2024-12-29,LATAM,Argentina,Buenos Aires,Frank,Distributor,Office Supplies,Planner,3,401.86,180.55
